decision_id,program_sections,experiment_ids,uncovered_reason,evidence_route,covered,experiment_count,cluster,status,blocker_class
DEC-LEG-086,25,EXP-LEGACY-001,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-087,25; 29; 30,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-005,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-088,15; 25,EXP-LEGACY-010; EXP-LEGACY-051; EXP-PLAT-003; EXP-PLAT-006,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-089,22.1; 25,EXP-CRYPTO-019; EXP-CRYPTO-021; EXP-LEGACY-001; EXP-LEGACY-010,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-090,25; 29,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-091,15; 27,EXP-LEGACY-030; EXP-LEGACY-080; EXP-PLAT-013,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-092,15; 25,EXP-LEGACY-001; EXP-LEGACY-010; EXP-LEGACY-051; EXP-PLAT-003,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-093,25,EXP-LEGACY-010; EXP-LEGACY-040; EXP-LEGACY-041,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-094,16; 25,EXP-LEGACY-001; EXP-LEGACY-006; EXP-LEGACY-010; EXP-PLAT-003,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-095,25; 29,EXP-CONF-009; EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-010; EXP-LEGACY-041,,,Y,5,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-096,22.5; 25; 27,EXP-LEGACY-040; EXP-LEGACY-050,Preserved-source storage format is a legacy-domain decision (size/recovery); no crypto-specific cell,legacy-domain preservation experiment,Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-097,22.5; 25,EXP-LEGACY-050,Preserve coupling to compat profile is a legacy-domain decision,legacy-domain preservation experiment,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-098,22.5; 25,EXP-LEGACY-050,Preserved-source recovery API placement is a legacy-domain/model-API decision,legacy-domain + model API-surface experiment,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-099,25,EXP-LEGACY-010; EXP-LEGACY-070,,,Y,2,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-100,25; 29,EXP-LEGACY-070,HUMAN_PARTICIPANTS: user testing with release engineers is required; the report prototype belongs to the legacy domain.,legacy domain prototype report (program §25) plus human or external evaluation (decision-method §4.16); simulated sessions are heuristic only,Y,1,legacy,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-LEG-101,25,EXP-LEGACY-040,,,Y,1,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-102,25; 29,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-103,25; 29,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-010; EXP-LEGACY-050,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-104,16; 25,EXP-LEGACY-001; EXP-LEGACY-010,"Handling of stale, flag-clear, central-directory-only and multiple Info-ZIP Unicode Path extras is decided by pinned runtime probes and ZIP corpus frequency; no filesystem or OS behaviour is involved.",legacy domain runtime differential and ZIP corpus census (program §25),Y,2,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-105,25; 29,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-106,8.4; 25,EXP-CROSSFILE-014; EXP-LEGACY-004; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-107,25; 29,EXP-CONF-011; EXP-LEGACY-004; EXP-LEGACY-010,,,Y,3,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-LEG-108,13; 27,EXP-LEGACY-030; EXP-LEGACY-032; EXP-SCALE-002; EXP-SCALE-009,,,Y,4,legacy,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-001,23; 34,EXP-EVAL-008; EXP-INT-007; EXP-INT-008,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-002,7; 15; 19,EXP-PLAT-005; EXP-PLAT-010; EXP-PLAT-019; EXP-PLAT-024,"Host-dependent AUX inputs in deterministic mode (sparse maps, fidelity strings, Windows creation times) are platform/metadata determinism questions (findings F-0001/F-0002 follow-ups).",platform domain (program 15-21) cross-host identity and AUX determinism experiments.,Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-003,28; 29,EXP-CONF-001; EXP-CONF-004,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-004,11; 13; 28; 29,EXP-CON-001; EXP-CONF-001; EXP-CONF-002; EXP-SCALE-001; EXP-SCALE-007,,,Y,5,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-005,7; 32; 34,EXP-ECO-014; EXP-ECO-022; EXP-EVAL-008,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-006,11; 28; 29; 30; 34,EXP-CON-001; EXP-CONF-001; EXP-CONF-002; EXP-CONF-009; EXP-CONF-010; EXP-EVAL-008,,,Y,6,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-007,11; 12; 24,EXP-CON-003; EXP-INT-015; EXP-REMOTE-007,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-008,8.1; 29; 34,EXP-CHUNK-011; EXP-CONF-004; EXP-CONF-006; EXP-EVAL-008,,,Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-009,15; 17; 34,EXP-EVAL-008; EXP-PLAT-004; EXP-PLAT-019,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-010,16; 29; 34,EXP-EVAL-008; EXP-PLAT-002; EXP-PLAT-003; EXP-PLAT-015,"Hostility-summary fields are decided by collision/hostility prevalence on corpora, reader computation cost and Unicode-version stability across platforms, owned by the model and platform domains.","model and platform domains (program §16, §34) prevalence and cost measurements; if a summary field is adopted, its validation cases enter ebcc-v1.1",Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-011,7; 14; 31; 35,EXP-ECO-002; EXP-ECO-004; EXP-ECO-005; EXP-EVAL-012; EXP-SCALE-005; EXP-SCALE-011; EXP-SCALE-014; EXP-SCALE-015,,,Y,8,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-012,14; 22.2; 22.5,EXP-CRYPTO-002; EXP-CRYPTO-007; EXP-SCALE-005,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-013,7; 14,EXP-SCALE-005; EXP-SCALE-011; EXP-SCALE-012; EXP-SCALE-014; EXP-SCALE-015,Determinism under parallel hashing/chunking/codec evaluation/compression/verification is a scale-domain byte-identity experiment across worker counts.,scale domain (program 13-14) deterministic parallelism prototypes with repeated runs across worker counts.,Y,5,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-014,24; 29; 33,EXP-CONF-003; EXP-CONF-004; EXP-ECO-015; EXP-INT-001; EXP-INT-003,,,Y,5,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-015,12; 33,EXP-ECO-019; EXP-ECO-021,"Identity-status semantics for remote diff (whether remote LAI SAME is qualified as declared, AUX status, diff-tier placement of Entry-v3 changes). Required evidence is a user-comprehension test (HUMAN_PARTICIPANTS) and diff tests over Entry-v3 archives aligned with repack identity rules (model/platform domains); the normative tier rule is FORMAL. Remote fetching adds no trade-off beyond the status-quo metadata-only fetch that EXP-REMOTE-002 records.",FORMAL rule derivation from SPEC section 8.0 identity table (model domain) with independent sign-off; model/platform-domain diff test matrix over Entry-v3 archives; human comprehension routed to external review / human participants (blocked),Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-016,11; 22.1; 28; 34,EXP-CRYPTO-004; EXP-CRYPTO-012; EXP-CRYPTO-020; EXP-CRYPTO-021; EXP-EVAL-008,"EXTERNAL_REVIEW_REQUIRED digest-algorithm selection rests on throughput benchmarks, standards review and independent security review; no conformance measurement discriminates candidates. || Digest algorithm selection is EXTERNAL_REVIEW_REQUIRED and its throughput and standards evidence is designed by the crypto domain","model/crypto domains (program §11, §22.1) throughput benchmarks and standards review, then external review dossier || EXP-CRYPTO-004, EXP-CRYPTO-012, EXP-CRYPTO-020, EXP-CRYPTO-021 (primitive benchmarks and review dossier); proof-shape effects of tree-native digests: EXP-CON-003 s10 (descriptive)",Y,5,model,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-MOD-017,32; 35,EXP-ECO-014; EXP-ECO-022; EXP-EVAL-012,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-018,28; 34,EXP-CONF-001; EXP-EVAL-008,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-019,16; 25,EXP-LEGACY-006; EXP-LEGACY-051; EXP-PLAT-005,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-020,23; 34,EXP-EVAL-008; EXP-INT-007,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-021,17; 18; 34,EXP-EVAL-008; EXP-PLAT-008; EXP-PLAT-009,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-022,15; 19; 25,EXP-LEGACY-051; EXP-PLAT-005,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-023,33,EXP-ECO-019,,,Y,1,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-024,11; 34,EXP-CON-007; EXP-EVAL-008,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-025,15; 19,EXP-PLAT-005,,,Y,1,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-026,8.1; 13; 15,EXP-CHUNK-014; EXP-PLAT-010; EXP-SCALE-001; EXP-SCALE-003,,,Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-027,11; 22.4; 28; 34,EXP-CONF-002; EXP-CONF-012; EXP-CRYPTO-014; EXP-EVAL-008,Identity descriptor field bindings are a formal and crypto-review question with conformance vectors,"EXP-CRYPTO-014, EXP-CONF-002, EXP-CONF-012 (identity-root vectors and survival matrix); FORMAL analysis with external crypto cross-review",Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-028,15; 19; 34,EXP-EVAL-008; EXP-PLAT-005; EXP-PLAT-007,,,Y,3,model,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-MOD-029,22.4; 22.5; 29,EXP-CONF-004; EXP-CRYPTO-014; EXP-CRYPTO-015,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-030,17; 19; 20; 22.4; 34,EXP-EVAL-008; EXP-PLAT-005,"LAI metadata participation is a model/platform-fidelity decision (cross-host stability, fidelity levels); owned by the model domain",model-domain LAI-participation experiment (cross-host stability),Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-031,2; 29; 34,EXP-CONF-003; EXP-EVAL-008,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-032,12; 13; 29; 33,EXP-CONF-004; EXP-ECO-015; EXP-REMOTE-009; EXP-SCALE-004,,,Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-033,28; 33; 34,EXP-ECO-020; EXP-ECO-021; EXP-EVAL-008,"The library API surface is an API design and usability question (type-level guarantees, simulated integrator sessions, semver cost), not a conformance, reader or fuzzing measurement.","ecosystem/API domain (program §33, §34) API review, compile-fail guarantee mapping and simulated (heuristic) integrator sessions",Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-034,11; 12; 22.1; 28,EXP-CON-003; EXP-CONF-012; EXP-CRYPTO-012; EXP-REMOTE-007,,,Y,4,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-035,17; 18; 19; 20; 22.5,EXP-PLAT-004; EXP-PLAT-005; EXP-PLAT-012,Metadata-class-to-identity-root assignment is a model/platform-fidelity decision; only its AUX-under-signature security note is crypto-adjacent (EXP-CRYPTO-014/015),model/platform-domain per-class fidelity experiments,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-036,16; 30; 34,EXP-CONF-007; EXP-EVAL-008; EXP-PLAT-002; EXP-PLAT-003; EXP-PLAT-021,,,Y,5,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-037,19; 22.4,EXP-CRYPTO-014,POST_V1 and purely analytical until a second identity profile exists: per-signature identity profiles are a signature-trust semantics question (program §22.4) with no platform measurement.,crypto domain analysis after DEC-MOD-028 creates a second identity profile (program §22.4),Y,1,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-038,15; 16; 29; 34,EXP-CONF-009; EXP-EVAL-008; EXP-LEGACY-006; EXP-PLAT-002; EXP-PLAT-003; EXP-PLAT-014,,,Y,6,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-039,8.1; 10; 22.2,EXP-CHUNK-002; EXP-CHUNK-004; EXP-CHUNK-005; EXP-CHUNK-011; EXP-CHUNK-012; EXP-CRYPTO-003; EXP-PLANNER-001; EXP-PLANNER-005; EXP-PLANNER-012,,,Y,9,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-040,8.8; 29,EXP-CONF-004; EXP-RECON-010; EXP-RECON-011,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-041,29; 33; 34,EXP-CONF-002; EXP-CONF-003; EXP-CONF-004; EXP-ECO-015; EXP-EVAL-008,,,Y,5,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-042,11; 28; 29,EXP-CONF-001; EXP-CONF-003,Normative registry document and record-evolution convention are evidenced by the conformance domain's independent reader and registry audit,"EXP-CONF-001 (reader from docs only, ambiguity count), EXP-CONF-003 (collision and gap audit of types, versions, TLV codes, domains)",Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-043,32; 33; 34,EXP-ECO-006; EXP-ECO-021; EXP-EVAL-008,,,Y,3,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-044,15; 17; 18,EXP-PLAT-013; EXP-PLAT-019,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-045,7; 9,EXP-EVAL-003,"Infrastructure decision about the default-off research-internals feature. Byte-identity evidence already exists from Phase B2; the remaining evidence (which experiments need which internals, overhead of a whole-archive-only path) is a census over committed designs, not a planner measurement. Every planner experiment from EXP-PLANNER-002 onward depends on entrybound::research::planner, so a whole-archive-only policy would make them infeasible.",research/harness/internals-identity-check.md and harness-review-round1.md verdict (a); evaluation domain EXP-EVAL-003 (id at design time); census of tooling_to_build fields across research/experiments/_index/*.jsonl,Y,1,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-046,23; 25,EXP-INT-008; EXP-LEGACY-051,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-047,11; 28; 30,EXP-CON-001; EXP-CONF-004,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-048,29; 30,EXP-CONF-004,,,Y,1,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-049,15; 16; 19,EXP-PLAT-005; EXP-PLAT-025,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-MOD-050,15; 19,EXP-PLAT-005; EXP-PLAT-006,,,Y,2,model,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-001,15; 29; 33,EXP-ECO-015; EXP-ECO-016; EXP-PLAT-003; EXP-PLAT-008; EXP-PLAT-014,"Symlink target extraction policy is decided by extraction behaviour, downstream-following threat analysis, prevalence and an incumbent extraction matrix; these are extraction-policy measurements.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-002,15; 29,EXP-CONF-007; EXP-PLAT-003; EXP-PLAT-011; EXP-PLAT-021,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-003,15; 21,EXP-PLAT-001; EXP-PLAT-005; EXP-PLAT-006; EXP-PLAT-016,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-004,15; 21; 33,EXP-ECO-018; EXP-ECO-019; EXP-PLAT-014; EXP-PLAT-024,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-005,15; 16; 21; 30,EXP-PLAT-014; EXP-PLAT-015; EXP-PLAT-022; EXP-PLAT-024,"Containment primitive selection is decided by mechanism tables, race-injection results and syscall cost per platform (objective MVT-05); macOS is PLATFORM_BLOCKED; no archive-parser fuzzing decides it.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-006,21; 29,EXP-PLAT-014,Bounded EAGAIN retry and NO_XDEV defaults are decided by adversarial rename-race liveness measurements and cap-primitives audit in the extraction path.,"platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,1,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-007,15; 18; 19; 29; 33; 34,EXP-ECO-016; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021; EXP-EVAL-008; EXP-PLAT-007; EXP-PLAT-008; EXP-PLAT-022,"Default extraction grants are decided by incumbent default matrices, threat models and compatibility cost of restoration classes, plus human-facing usability; not by conformance cases.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices); usability parts per decision-method §4.16",Y,8,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-008,15; 17; 21,EXP-PLAT-004; EXP-PLAT-013; EXP-PLAT-022,,,Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-009,15; 33,EXP-ECO-016; EXP-ECO-019; EXP-PLAT-008; EXP-PLAT-014,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-010,25; 29,EXP-CONF-011; EXP-LEGACY-001; EXP-LEGACY-002; EXP-LEGACY-003,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-011,13; 15; 33; 34,EXP-EVAL-008; EXP-PLAT-002; EXP-PLAT-017; EXP-SCALE-004,Preflight refusal classes and staged extraction need failure-share and staging-cost measurements owned by the platform domain,"Platform domain (sections 13, 15)",Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-012,29; 33,EXP-CONF-004; EXP-ECO-016; EXP-ECO-018; EXP-ECO-019,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-013,15; 33; 34,EXP-ECO-015; EXP-ECO-019; EXP-EVAL-008; EXP-PLAT-019,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-014,15; 16; 21,EXP-PLAT-001; EXP-PLAT-016,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-015,15; 29; 33,EXP-CONF-001; EXP-ECO-015; EXP-ECO-019; EXP-PLAT-019,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-016,15; 21,EXP-PLAT-004; EXP-PLAT-008; EXP-PLAT-016; EXP-PLAT-021; EXP-PLAT-022,,,Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-017,15; 21; 30; 31,EXP-ECO-001; EXP-PLAT-014; EXP-PLAT-016; EXP-PLAT-022; EXP-PLAT-024,"Handle-relative, no-follow operation choice is decided by API coverage tables, race tests during capture and extraction and unsafe-code audit; not by archive conformance or parser fuzzing.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-018,15,EXP-PLAT-003; EXP-PLAT-009; EXP-PLAT-017; EXP-PLAT-023,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-019,15; 28; 29,EXP-CONF-004; EXP-PLAT-009,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-020,25; 27,EXP-LEGACY-030; EXP-LEGACY-080,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-021,25; 26; 27,EXP-LEGACY-002; EXP-LEGACY-003; EXP-LEGACY-006; EXP-LEGACY-010,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-022,15; 33,EXP-ECO-015; EXP-ECO-018; EXP-ECO-019; EXP-PLAT-004; EXP-PLAT-005; EXP-PLAT-019,,,Y,6,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-023,29; 33,EXP-CONF-004; EXP-ECO-019,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-024,15; 35,EXP-EVAL-006; EXP-EVAL-012; EXP-EVAL-013; EXP-PLAT-004; EXP-PLAT-022,,,Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-025,15; 17; 34,EXP-EVAL-008; EXP-PLAT-004; EXP-PLAT-019,,,Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-026,15; 21; 29,EXP-PLAT-008,"Restore order is decided by filesystem experiments with ACLs, setuid, ownership and read-only directories on ext4/XFS/btrfs/NTFS.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,1,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-027,15; 17; 21,EXP-PLAT-012; EXP-PLAT-022,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-028,15; 16; 29,EXP-PLAT-002; EXP-PLAT-003; EXP-PLAT-021; EXP-PLAT-022; EXP-PLAT-023,LogicalPath-to-native-name mapping is decided by per-filesystem native path behaviour matrices and prevalence of hazard classes (Task 16).,"platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-029,15; 21,EXP-PLAT-011; EXP-PLAT-016; EXP-PLAT-021; EXP-PLAT-022,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-030,15; 21; 31,EXP-ECO-001; EXP-PLAT-013; EXP-PLAT-016; EXP-PLAT-023,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-031,17; 20; 21,EXP-PLAT-012; EXP-PLAT-016; EXP-PLAT-022,,,Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-032,15; 19; 21,EXP-PLAT-007; EXP-PLAT-024,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-033,15; 21,EXP-PLAT-003; EXP-PLAT-009; EXP-PLAT-013; EXP-PLAT-016,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-034,15; 29; 30,EXP-CONF-011; EXP-PLAT-014,,,Y,2,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-035,15; 34; 35,EXP-EVAL-008; EXP-EVAL-012; EXP-EVAL-013; EXP-PLAT-004; EXP-PLAT-022; EXP-PLAT-023; EXP-PLAT-024,,,Y,7,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-036,15; 21; 29,EXP-CONF-004; EXP-PLAT-011; EXP-PLAT-019; EXP-PLAT-021,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-037,15; 32,EXP-ECO-006; EXP-PLAT-016; EXP-PLAT-017; EXP-PLAT-023,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-038,15; 21; 29,EXP-CONF-004; EXP-PLAT-013; EXP-PLAT-019; EXP-PLAT-021; EXP-PLAT-023,,,Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-039,15; 32; 35,EXP-EVAL-006; EXP-EVAL-012; EXP-PLAT-014,Safe-extraction claim wording depends on confinement-race evaluations owned by the platform domain and a claims review,Platform domain (section 15) and evaluation domain (section 35),Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-040,15; 21; 31,EXP-ECO-001; EXP-PLAT-016; EXP-PLAT-022,,,Y,3,platform,INSUFFICIENT_EVIDENCE,PLATFORM
DEC-PLT-041,15; 29; 30,EXP-PLAT-003; EXP-PLAT-014; EXP-PLAT-015; EXP-PLAT-022,"Symlink-policy strength is decided by adversarial symlink-chain extraction against kernel resolution on ext4 and NTFS (APFS blocked) and compatibility cost; this is an extraction-confinement oracle (MVT-05), not a reader-conformance oracle.","platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices)",Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-042,21; 33,EXP-ECO-017; EXP-PLAT-013; EXP-PLAT-016; EXP-PLAT-020,,,Y,4,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-043,15; 29; 33,EXP-ECO-016; EXP-ECO-019; EXP-PLAT-008,Special-bit stripping defaults are decided by root and non-root extraction matrices across incumbents and filesystem behaviour of chown and setuid.,"platform domain extraction and capture experiments (program §15, §16, §21: objective MVT-05 escape suite and race injection, MVT-07/MVT-08 restore matrices); usability parts per decision-method §4.16",Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-044,15; 21,EXP-PLAT-016; EXP-PLAT-018; EXP-PLAT-023,,,Y,3,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-045,15; 21; 29,EXP-CONF-007; EXP-PLAT-003; EXP-PLAT-010; EXP-PLAT-016; EXP-PLAT-022,,,Y,5,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-PLT-046,15; 18; 34,EXP-EVAL-008; EXP-PLAT-003; EXP-PLAT-008; EXP-PLAT-009; EXP-PLAT-021; EXP-PLAT-024,,,Y,6,platform,INSUFFICIENT_EVIDENCE,EVIDENCE
