req_id,cluster,kind,requirement_or_question,source,source_location,additional_sources,superseding_authority,supersession_note,implementation_state,implementation_evidence,evidence_state,research_needed,decision_needed,decision_ids,release_relevance,program_sections
REQ-CMP-0124,compression,REQUIREMENT,"Research obligation (Task 8.6): evaluate the codec portfolio, including plausible additions, on ratio, compress and decode speed, decoder memory, decoder complexity and size, dependency quality, specification availability and independent implementability, at Entrybound chunk scope, and recommend baseline versus extended sets.",PROGRAM,Task 8.6; SPEC §25.1 rows 3-4,[],,,MISSING,none found (no codec benchmarks; codec module private).,INSUFFICIENT,"Candidates: store, zstd (levels, windows, long mode, dictionaries), LZ4 block/frame/HC, LZMA2/xz, DEFLATE/libdeflate, Brotli, bzip2, PPMd, bsc, domain codecs; per-corpus-group Pareto fronts; criteria audit per §5.8; minimal-reader decoder size.",,DEC-CMP-007; DEC-CMP-008; DEC-CMP-009; DEC-CMP-034; DEC-CMP-045,V1_BLOCKING,5; 6; 8.6; 28; 31
REQ-CMP-0125,compression,REQUIREMENT,"Research obligation (Task 8.2): compare dedup scopes none, whole-file, exact-chunk per object, archive-wide and windowed; find where dedup metadata cost exceeds benefit, how tiny files and metadata values (large xattrs, resource forks) should be handled, rename/move dedup under per-file vs concatenated chunking, and behaviour under encrypted creation.",PROGRAM,Research program Task 8.2 (compression questions),"[{""source"": ""APPX/chunking.md"", ""location"": ""§2 Duplicacy L145"", ""local_key"": ""appx-chunking-0075""}, {""source"": ""docs/posix-metadata-v1.md"", ""location"": ""§Xattrs L86-89"", ""local_key"": ""docs-fs-0129""}]",,PROGRAM obligation; Duplicacy pack-and-split and inline xattr storage are inputs.,MISSING,none found (no dedup-scope experiment in research/experiments),UNTESTED,"Scope matrix on F01/F03/F04/F17/F18/F19 with per-scope metadata bytes, unique bytes, CPU, memory; encrypted runs with bucketed padding.",Which dedup scope and tiny-object policy should v1 use?,DEC-CMP-017,V1_IMPORTANT,8.2
REQ-CMP-0126,compression,REQUIREMENT,"Research obligation (Task 8.4): measure training size, dictionary size, level, cohort thresholds and reuse count, and fix an exact minimum-benefit rule that charges dictionary bytes and decoder memory.",PROGRAM,Research program Task 8.4 (compression questions),[],,PROGRAM obligation; current rule charges bytes but not decoder memory or remote fetch cost.,MISSING,none found,UNTESTED,Dictionary parameter sweeps and minimum-benefit rule calibration on held-out corpora.,What exact minimum-benefit rule and dictionary parameters to freeze?,DEC-CMP-020,V1_IMPORTANT,8.4
REQ-CMP-0127,compression,REQUIREMENT,"Research obligation (Task 8.5): measure lookback 0/1/2/4/8+ for ratio gain vs first-byte latency, random-access amplification, dependency bytes fetched remotely, parallelism loss and corruption propagation; the remote byte and latency penalty of lookback groups and reconstruction regions is not quantified.",PROGRAM,Research program Task 8.5 (compression questions; SPEC §25.3 L2572),"[{""source"": ""docs/random-access-v1.md"", ""location"": ""§Index doctrine and dependencies L65-69"", ""local_key"": ""docs-access-0050""}]",,PROGRAM obligation; access and integrity clusters own cost-reporting semantics and blast-radius definitions that this study must feed.,MISSING,none found (RandomAccessVerificationReport dependency_chunk_count/bytes_fetched available for measurement),UNTESTED,"Lookback sweep with local and remote random reads, parallel decode and fault injection.",Which lookback values and mechanism to freeze per profile?,DEC-CMP-027,V1_BLOCKING,8.5
REQ-CMP-0128,compression,REQUIREMENT,"Research obligation (Task 9): measure planner regret versus exhaustive search by workload, and compare heuristic, dynamic-programming, pruning and deterministic data-driven selectors; justify whether the planner complexity is warranted given in-memory single-threaded planning.",PROGRAM,Task 9; SPEC §25.1 row 17,[],,,MISSING,none found (no exhaustive-search oracle or regret measurement).,INSUFFICIENT,"Harness exhaustive search over registered codecs, levels and transforms per chunk; regret distribution per corpus group; pack time and memory; held-out corpus validation (program 35).",,DEC-CMP-030; DEC-CMP-032; DEC-CMP-033,V1_BLOCKING,5; 9; 35
REQ-CMP-0129,compression,REQUIREMENT,"Research obligation (Task 10): determine whether four profiles are appropriate, whether balanced is the right default, what parameters each profile needs, and whether profile selections are stable under perturbation of objective weights and parameter values.",PROGRAM,"Task 10; SPEC §6, §25.1 row 17",[],,,MISSING,none found.,INSUFFICIENT,Pareto placement of each profile per corpus group; weight and threshold perturbation (for example plus or minus 25%) measuring selection churn and size change; simulated first-use choice of profile.,,DEC-CMP-015; DEC-CMP-034; DEC-CMP-035; DEC-CMP-036,V1_BLOCKING,10; 33; 35
REQ-CMP-0130,compression,REQUIREMENT,"Research obligation (Task 8.8): for DEFLATE (gzip, zlib, raw, PNG, ZIP, PDF), baseline and progressive JPEG, and other formats if prevalent, measure prevalence, round-trip success, side-data size, net savings, pack and decode time, memory and implementation and dependency burden.",PROGRAM,Task 8.8; SPEC §25.3,[],,,MISSING,none found (synthetic fixtures only).,INSUFFICIENT,"Real producer populations; comparison of preflate-rs with precomp/preflate C++, and jixel/jxl-oxide with libjxl, Lepton and brunsli; fault-injection of verification failure.",,DEC-CMP-016; DEC-CMP-018; DEC-CMP-026; DEC-CMP-037; DEC-CMP-038,V1_IMPORTANT,5; 8.8; 31
REQ-CMP-0131,compression,REQUIREMENT,"Research obligation (Task 8.3): evaluate bottom-k against serious alternatives for cohort accuracy, CPU and memory, false-group cost and cohort-size sensitivity, with deterministic output.",PROGRAM,Research program Task 8.3 (compression questions),[],,PROGRAM obligation not otherwise represented as a study.,MISSING,"none found (harness API notes list similarity sweeps as possible, none run)",UNTESTED,Similarity method matrix with savings attribution and planning cost across F01-F18.,Which similarity method and cohort policy to freeze?,DEC-CMP-041,V1_IMPORTANT,8.3
REQ-CMP-0132,compression,REQUIREMENT,"Research obligation (Task 8.7): measure structural transforms (delta widths and distances, byte-shuffle, BCJ family, numeric and float transforms, stream-split, combinations) for gain per data class and false-positive cost (encodes spent and size lost when a transform is tried or selected wrongly), including probe gating accuracy.",PROGRAM,Task 8.7; SPEC §25.1 row 5,[],,,MISSING,none found (only synthetic unit tests).,INSUFFICIENT,"Executables per architecture, columnar/tabular data, model checkpoints, telemetry; exhaustive transform x codec search as oracle; probe false-negative and false-positive rates.",,DEC-CMP-012; DEC-CMP-043; DEC-CMP-044,V1_IMPORTANT,5; 8.7
REQ-CMP-0133,compression,REQUIREMENT,"explain --verification reports which reconstructive transforms were verified and which fell back. Inspect/explain summarise DEFLATE fallbacks (unrecognized-or-verification-failed, complete-cost-rejected), JPEG region counts, transform usage and codec usage; explain aggregates break down only STORE and Zstandard (LZ4/LZMA2 only in codec_usage); jpeg_region_count assumes every region is JPEG; PlanningReport counters after v6 reflect the pre-region v5 assignment.",SPEC,§17.4 L1912 [spec-06-0156],"[{""source"": ""code:crates/entrybound/src/archive/inspection.rs"", ""location"": ""L461-505"", ""local_key"": ""code-access-0148""}, {""source"": ""code:crates/entrybound/src/archive/inspection.rs"", ""location"": ""L607-635"", ""local_key"": ""code-access-0150""}, {""source"": ""code:crates/entrybound/src/archive/inspection.rs"", ""location"": ""L991-1071"", ""local_key"": ""code-access-0152""}, {""source"": ""code:crates/entrybound/src/archive/inspection.rs"", ""location"": ""L103-115, 311-345"", ""local_key"": ""code-access-0153""}, {""source"": ""code:crates/entrybound/src/archive/inspection.rs"", ""location"": ""L836-876"", ""local_key"": ""code-access-0155""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""L4571-4582"", ""local_key"": ""code-cli-0188""}, {""source"": ""code:crates/entrybound/src/archive/tooling.rs"", ""location"": ""L1613-1666"", ""local_key"": ""code-fs-0162""}, {""source"": ""code:crates/entrybound/src/archive/tooling.rs"", ""location"": ""L2246-2253"", ""local_key"": ""code-fs-0175""}, {""source"": ""code:crates/entrybound/tests/reconstructive_transform.rs"", ""location"": ""L139-163"", ""local_key"": ""code-deps-tests-tools-0144""}, {""source"": ""code:crates/entrybound/src/planner.rs"", ""location"": ""L612-628"", ""local_key"": ""code-compress-0031""}]","code:crates/entrybound/src/archive/inspection.rs:103-115,461-505,607-635,836-876,991-1071; code:crates/entrybound/src/archive/tooling.rs:1613-1666,2246-2253",,PARTIAL,reconstruction_fallback_reason_is_canonical_and_explainable (tests/reconstructive_transform.rs:139-163); inspection.rs and tooling.rs views; no --verification flag.,SUPPORTED_WITH_LIMITATIONS,Simulated first-use evaluation of explain output for reconstruction and codec usage; conformance of counters against ground truth from the harness.,Should explain itemise every registered codec and every reconstructive transform family?,DEC-CMP-029,V1_IMPORTANT,9; 33
REQ-CMP-0134,compression,REQUIREMENT,"RECONSTRUCTION_DATA holds type-14 ReconstructionData (digest, format, intermediate length, bytes) then type-16 fallbacks (reason 1 unrecognised-or-verification-failed, 2 complete-cost-did-not-win) unique per chunk; RECONSTRUCTION_REGIONS holds type-18 regions then type-19 audit v2 records; both canonical and re-encoded byte-identically. Audits are non-authoritative creation data inside authoritative sections; a chunk cannot have both a selection and a fallback.",code:crates/entrybound/src/ecf/records.rs,L581-634 [code-ecf-0126],"[{""source"": ""code:crates/entrybound/src/ecf/records.rs"", ""location"": ""L567-575; crates/entrybound/src/ecf/records.rs:596-600"", ""local_key"": ""code-ecf-0127""}, {""source"": ""code:crates/entrybound/src/ecf/records.rs"", ""location"": ""L672-736"", ""local_key"": ""code-ecf-0128""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Canonical records L323, L325"", ""local_key"": ""docs-format-0116""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Canonical records L328"", ""local_key"": ""docs-format-0118""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Canonical records L355-358"", ""local_key"": ""docs-format-0128""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Canonical records L355-358, L360-361"", ""local_key"": ""docs-format-0129""}, {""source"": ""code:crates/entrybound/src/eam/validate.rs"", ""location"": ""L519-546"", ""local_key"": ""code-model-0096""}, {""source"": ""code:crates/entrybound/src/eam/validate.rs"", ""location"": ""L612-638"", ""local_key"": ""code-model-0100""}]",code:crates/entrybound/src/ecf/records.rs:567-736; code:crates/entrybound/src/eam/validate.rs:519-638,Audit records affect PCI and must be deterministic across producers for physical determinism.,IMPLEMENTED,generated_reconstruction_data_conformance_cases_are_typed (records.rs:3092-3143); reconstruction_fallback_reason_is_canonical_and_explainable.,UNTESTED,Check identical EAM plus planner yields identical audit records on different machines; measure audit byte overhead on non-JPEG corpora under balanced.,"Should audit data live in authoritative sections, and must it be deterministic?",DEC-CMP-029,V1_IMPORTANT,7; 8.8; 9
REQ-CMP-0135,compression,CLAIM_NEEDING_EVIDENCE,"DEFLATE reconstruction is attempted only on a complete Chunk holding one raw DEFLATE, zlib or single gzip stream, so compressed files larger than the CDC minimum are split and never recognized; embedded DEFLATE (PNG, ZIP, PDF, OOXML) and multi-member gzip are not scanned; balanced-v6 JPEG regions require exactly one logical Chunk.",code:crates/entrybound/src/reconstruction.rs,crates/entrybound/src/reconstruction.rs:58-67; crates/entrybound/src/planner.rs:1095-1113; crates/entrybound/tests/reconstructive_transform.rs:181-182 [code-compress-0125],"[{""source"": ""docs/reconstructive-transform-v1.md"", ""location"": ""§Eligibility L30; §Resource limits L104"", ""local_key"": ""docs-compress-0149""}, {""source"": ""code:crates/entrybound/src/reconstruction.rs"", ""location"": ""crates/entrybound/src/reconstruction.rs:216-233"", ""local_key"": ""code-compress-0124""}, {""source"": ""docs/reconstructive-transform-v1.md"", ""location"": ""§Eligibility L30-36"", ""local_key"": ""docs-compress-0148""}, {""source"": ""docs/reconstructive-transform-v1.md"", ""location"": ""§v5 table L86"", ""local_key"": ""docs-compress-0164""}, {""source"": ""docs/reconstructive-transform-v1.md"", ""location"": ""§v5 table L87"", ""local_key"": ""docs-compress-0165""}, {""source"": ""docs/jpeg-reconstruction-v1.md"", ""location"": ""§v6 table L104"", ""local_key"": ""docs-compress-0204""}]","docs/reconstructive-transform-v1.md §Eligibility L30-36, §v5 table L86-87; docs/jpeg-reconstruction-v1.md §v6 table L104",Reconstructive transform selection is sibling shard scope (Task 8.8); this row records the chunk-boundary interaction. Tests bypass CDC with whole-file chunks.,IMPLEMENTED,"reconstruction.rs:58-67,216-233; planner.rs:1095-1113; test fixtures tests/reconstructive_transform.rs:181-182 build single chunks",INSUFFICIENT,"Fraction of DEFLATE and JPEG bytes in F11/F12/F14 landing as one complete chunk under each CDC policy, and savings lost.",Should chunking align to recognised streams or objects so reconstruction applies to multi-chunk files?,DEC-CMP-042,V1_IMPORTANT,8.1; 8.8
REQ-CMP-0136,compression,REQUIREMENT,"For every chunk given a reconstructive transform the writer decodes its own output and compares with the original before committing; on mismatch, failure or ambiguity the planner falls back to the next or ordinary candidate; malformed, truncated, unsupported and some legal producer/marker combinations fall back.",SPEC,§5.6 L584 [spec-02-0142],"[{""source"": ""docs/reconstructive-transform-v1.md"", ""location"": ""§Eligibility L39-40"", ""local_key"": ""docs-compress-0151""}]",docs/reconstructive-transform-v1.md §Eligibility L39-40,,IMPLEMENTED,reconstruction.rs:58-117 (ineligible returns None); planner.rs:438-481 audit mapping; balanced_retains_independent_access_and_small_jpeg_falls_back.,SUPPORTED_WITH_LIMITATIONS,Fault injection of recreation mismatch during pack.,,,V1_BLOCKING,8.8
